frame,fps,mean,std,meandiff,stddiff,spacial0,spacial1,spacial2,spacial3,spacial4,spacial5,spacial6,spacial7,spacial8,spacial9,central0,central1,central2,central3,central4,central5,central6,hu0,hu1,hu2,hu3,hu4,hu5,red0,red1,red2,red3,red4,red5,red6,red7,green0,green1,green2,green3,green4,green5,green6,green7,blue0,blue1,blue2,blue3,blue4,blue5,blue6,blue7,nsift,nsurf
1139,29,4.760014,16.54623,1.921936,8.037756,1645061,591784082,393786372,216908499760,141628789997,98208972298,80924243819780,51899858013753,35315747046595,25398651466218,4023749766.78836,-29486904.665375,3946384604.94643,-37731081.609375,-1385414202.82825,774876495.538574,553856904.460938,0.002945,0,0,0,0,0,315054,4579,10961,9528,3705,1276,441,56,318754,12249,10346,3293,794,162,2,0,343071,2500,29,0,0,0,0,0,,
1140,29,5.126152,17.42736,2.102161,8.555918,1771598,637322667,424269010,233781155757,152598564659,106016478252,87344630301987,55963338758155,38125405908779,27502309655116,4507820682.11682,-29885462.669617,4410926176.20171,-186231087.96875,-1957061851.52319,873303644.164062,390576643.945312,0.002842,0,0,0,0,0,313723,4551,9623,10110,5093,1781,608,111,317768,11540,10922,4489,775,106,0,0,342196,3332,72,0,0,0,0,0,,
1141,29,5.455278,18.16553,2.221094,8.72696,1885344,678271222,451290360,248986047430,162324187379,112893510504,93151840134526,59574315977731,40599939129781,29355492194088,4971241329.16467,-32000114.645691,4869198214.60898,-269249053.296875,-1864001059.10181,697485337.902588,1380993490.95703,0.002768,0,0,0,0,0,312476,4768,9117,9915,5983,2364,821,156,316627,11186,11152,5711,863,61,0,0,341955,3511,134,0,0,0,0,0,,
1142,29,5.761664,18.7349,2.384013,9.171486,1991231,716197492,476685670,263086406068,171420742849,119511796022,98573783919916,62955964077515,42971519179433,31195168720234,5487540066.47128,-31530305.817108,5396845027.69101,514886384.640625,-2254176680.63892,1121226877.76416,1019003062.80469,0.002745,0,0,0,0,0,311056,4923,9040,10498,6463,2601,844,175,315279,11040,11847,6304,1108,22,0,0,342127,3300,173,0,0,0,0,0,,
1143,29,6.152642,19.61014,2.485093,9.357162,2126353,764917991,509344263,281292925945,183189934587,128023089197,105598224024347,67350526862823,46036914855649,33547089012555,6127168916.19244,-37681138.768768,6015323670.29152,-227066391.140625,-2961523460.19238,918552837.24707,-1229266268.60156,0.002686,0,0,0,0,0,309604,4930,8892,10626,7472,3088,847,141,313988,10879,12088,7017,1583,45,0,0,341926,3542,132,0,0,0,0,0,,
1144,29,6.53191,20.62793,2.711965,10.05984,2257428,812283377,540913364,299044747419,194594707158,136245041754,112469249620271,71623163376462,49005646006158,35824058576948,6763317158.31207,-40485625.269379,6634145037.11844,-2349699737.84375,-3275523079.44653,413421141.375,-1562121501.6875,0.002629,0,0,0,0,0,308332,5503,8858,9878,7977,3673,1174,205,313048,10732,11464,7572,2539,240,5,0,341428,3999,172,1,0,0,0,0,,
1145,29,6.869812,21.4508,2.964737,10.83982,2374207,854306699,568420586,314727341577,204493513420,143285810742,118516192564439,75319050968134,51539466348038,37753207530272,7323675444.99188,-40259106.702881,7197439934.99648,-2119552242.09375,-2398543351.92188,464155521.085938,2097134862.60938,0.002576,0,0,0,0,0,307200,5947,8601,9584,8083,4136,1739,310,312390,10137,11570,7895,3264,328,16,0,341014,4277,294,14,1,0,0,0,,
1146,29,6.986056,21.52051,3.167286,11.29503,2414381,868391272,577742233,320102660630,207761928823,145902265659,120719461792996,76568867292903,52461116136907,38578973902579,7764466581.18256,-37218288.823029,7653129424.15292,1337082463.89062,-2388804321.10156,1604192141.5249,3051988230.72656,0.002645,0,0,0,0,0,305591,6818,8880,9854,7911,4115,2054,377,311713,11198,11494,7624,3086,435,50,0,340950,4222,406,21,1,0,0,0,,
1147,29,7.399036,22.66284,3.277708,11.50442,2557107,920226223,612136971,339622312681,220231748530,154856680731,128307788239255,81255398278962,55701241879628,41053628407155,8460456138.88196,-58013604.314514,8319335494.74088,-1439822004.32812,-3853871456.54492,735850212.233398,-48714199.460938,0.002566,0,0,0,0,0,304725,6862,8585,9911,8548,3942,2185,842,311037,10563,11657,7889,3041,1072,340,1,340517,4455,541,86,1,0,0,0,,
1148,29,7.72406,23.46067,3.609259,12.6088,2669435,961312430,638470214,355318887398,229849033708,161684059102,134527712550458,84926521075466,58188657604604,42968332143206,9132676431.07074,-75782930.337341,8976008834.73154,-6813974510.92188,-3370054834.14038,-481842547.616211,3328545667.02344,0.002541,0,0,0,0,0,303910,6846,8915,10263,8285,3965,1982,1434,310000,10634,12086,7739,3127,1452,562,0,339797,5159,552,90,2,0,0,0,,
1149,29,7.938672,23.66743,3.859728,13.28038,2743605,987650263,655745591,365221977109,235991902006,166252653377,138442070202139,87243227854916,59817369120804,44297912716115,9684994925.35138,-65148995.233948,9523721874.12723,-4374280735.8125,-1113943912.79443,436836646.324707,9568839442.74219,0.002552,0,0,0,0,0,302714,6803,9327,10655,8334,4074,2358,1335,308685,10978,12987,8099,2977,1354,494,26,339548,5402,569,76,5,0,0,0,,
1150,29,8.043539,23.31492,3.924803,13.15171,2779847,1000126958,665137701,369981787352,239242113259,169158565911,140420601699200,88479916922389,60833129105251,45268623504363,10158411418.6002,-59598508.677704,10010180661.1768,-134305390.4375,-3234596672.95166,2169878314.73389,3529152897.23438,0.00261,0,0,0,0,0,300929,6561,10064,11857,8592,4158,2284,1155,307127,12105,13977,8238,2873,906,359,15,339693,5338,515,51,3,0,0,0,,
1151,29,8.242214,23.42064,3.721163,12.23181,2848509,1024756551,682030952,379381704195,245285190664,173872437330,144199869768471,90776241399276,62517217822708,46692606076778,10723578551.9301,-76746421.951447,10570787419.1076,921671105.9375,-5557810829.0376,3028005578.35547,-450667093.039062,0.002624,0,0,0,0,0,299346,7494,9550,12397,9397,4471,2044,901,306120,12467,14494,8574,2652,818,460,15,339370,5691,503,36,0,0,0,0,,
1152,29,8.8614,24.83447,3.844922,12.4964,3062500,1102074508,733257145,408456549146,263789084778,187255007895,155523277995268,97732302138578,67348586476756,50432978998867,11862844269.774,-81611487.586823,11690586444.0446,-2281829593.84375,-6081274740.98438,1880751484.48828,167715695.804688,0.002511,0,0,0,0,0,298421,6780,10126,12993,9692,4571,1941,1076,304617,11822,14423,9033,3648,1494,534,29,338051,6814,690,45,0,0,0,0,,
1153,29,9.259543,25.60434,3.955451,12.74935,3200098,1151913185,765685259,427303109195,275529348997,195659207797,162921420336251,102172157261285,70388542688189,52780239885503,12658312136.6461,-88130655.88562,12454219746.6662,-4414676711.59375,-4917974049.73926,866892052.795898,5169827486.39844,0.002452,0,0,0,0,0,297492,6946,9873,13346,9502,4926,2279,1236,303644,11199,15039,9510,3764,1598,787,59,337357,7232,878,131,2,0,0,0,,
1154,29,9.449167,25.70117,3.896759,12.25383,3265632,1175092383,782020308,436185224365,281317703970,200398664924,166558016140071,104387679371444,72073965706892,54277619521824,13344528112.4465,-81457748.807861,13128402345.6033,-873963831.71875,-6895014967.41504,2298878560.38281,474957351.195312,0.002482,0,0,0,0,0,295865,7705,10627,13451,8973,5023,2689,1267,302515,12111,16188,8598,3732,1381,984,91,336644,7555,1144,239,18,0,0,0,,
1155,29,9.781646,26.06596,3.751733,11.72247,3380537,1216910111,809372523,452395275533,291255637967,207864511337,173167424877395,108234589662173,74780319663109,56512630370853,14337588764.8823,-98548307.038757,14083499329.9178,-6097091283.09375,-7520005288.00342,1401112518.14062,1662215900.51562,0.002487,0,0,0,0,0,293864,8408,11335,14345,8901,5091,2581,1075,300918,12728,17771,8123,3467,1269,1149,175,334708,9067,1444,349,31,1,0,0,,
1156,29,10.05316,25.96123,3.861887,12.01756,3474373,1250216488,832280728,465194906780,299393144633,214433031534,178416187090726,111360073774867,77118791962025,58582109815816,15317686669.4781,-94299228.163818,15061458533.5737,-3110852925.3125,-8788111015.25,2505157154.40234,-892912588.117188,0.002517,0,0,0,0,0,290498,9349,12613,15885,9082,4729,2582,862,299022,13591,18695,8683,3211,1346,986,66,334048,10536,997,19,0,0,0,0,,
1157,29,10.40648,26.10265,3.968973,12.22127,3596478,1294291507,861533444,482330084175,309932750026,222664179202,185483355884137,115449592082898,80079762370468,61137464210744,16543693964.263,-113750902.313782,16284528018.1193,-3794795779.03125,-10323120403.9546,2432371224.9541,-3454259509.89062,0.002538,0,0,0,0,0,288294,9108,13536,17153,9031,4679,2804,995,297105,14678,18746,9612,3778,908,712,61,332874,11445,1273,8,0,0,0,0,,
1158,29,10.60911,25.71447,3.957161,11.91074,3666507,1319902869,877908447,492773068079,315916224005,227563564661,190073125633563,117892204863307,81863576444223,62799871903437,17622309170.199,-121322879.441895,17357163496.6352,-7531293508.40625,-10030176025.73,1253226357.02539,52744593.242188,0.002602,0,0,0,0,0,286324,9572,14453,16777,9624,5505,2656,689,294835,16057,19361,11407,3017,793,130,0,331991,11926,1659,24,0,0,0,0,,
1159,29,11.0337,25.9249,3.985052,11.63499,3813247,1372611074,912828295,513164270250,328455673026,237346641583,198447874140962,122742752791394,85376021406066,65832708396493,19081101636.1039,-124727450.95282,18830637727.8584,-6834653393.625,-10496947321.4482,770571082.374023,359214299.09375,0.002607,0,0,0,0,0,283891,10453,15217,16629,9927,6327,2937,219,292323,17167,19527,13096,3270,217,0,0,330278,13418,1869,35,0,0,0,0,,
1160,29,11.50466,26.59558,3.929974,11.21879,3976012,1431147702,951987272,535684539448,342538494634,248198171676,207602754942468,128159705951586,89278907758934,69128888442902,20549337406.3863,-125057854.284485,20261292700.2821,-7778335972.375,-10659439696.8311,973974120.487305,-300779638.851562,0.002582,0,0,0,0,0,281574,10886,16515,17508,10332,5937,2679,169,290414,18409,19135,13547,3602,469,24,0,327589,15479,2448,84,0,0,0,0,,
1161,29,12.2095,28.17314,4.313461,12.18228,4219604,1518799296,1009800789,569203531624,363332499873,263887563017,221087408347914,136110753077269,94920016129645,73795681971939,22528701111.4458,-134007276.354431,22230375881.6616,-8949008596.59375,-9867488435.65527,776403218.933594,4309238386.10938,0.002514,0,0,0,0,0,279546,11232,17724,18389,10327,5221,2690,471,289573,17916,18072,13625,4637,1316,440,21,324418,17887,3054,241,0,0,0,0,,
1162,29,12.98739,29.74563,4.66917,13.11611,4488443,1615559228,1073964313,606235509696,386426815876,281393922015,236002780084088,144950373470788,101220932479096,79025817973357,24735060837.4635,-133279999.079712,24422997888.8471,-10305881995.875,-9618050108.52637,471065383.267578,8241847870.42188,0.00244,0,0,0,0,0,277717,11609,18283,18974,9866,5537,2810,804,287698,17422,18254,14335,5152,1121,1408,210,323006,18399,3724,467,4,0,0,0,,
1163,29,13.56895,30.53355,4.784685,13.25495,4689428,1687732369,1122006369,634042290727,403674365090,294822751811,247346289803167,151593322288960,106043656154690,83164730271741,26624808387.9275,-137457414.889282,26368199981.5308,-11127614121.9062,-10563249768.4111,2270049788.95508,6702918568.14062,0.00241,0,0,0,0,0,275933,11827,18361,19672,10682,5821,2667,637,285580,17813,17544,15932,5772,1177,1548,234,322394,18697,3868,629,12,0,0,0,,
1164,29,14.2888,31.04757,4.822052,12.98658,4938211,1776838105,1182163052,668259206955,425224088233,311625156118,261259494294499,159865913937555,112067343463285,88306857048188,28927746355.2017,-134884301.121399,28626013004.4404,-6836157180.625,-12229885992.626,4788543522.53125,995788660.375,0.00236,0,0,0,0,0,273406,12051,17630,20953,12602,6757,2170,31,282244,17692,17481,19029,6506,1910,729,9,321126,19265,4423,765,21,0,0,0,,
1165,29,14.78519,31.334,4.626128,12.34408,5109761,1838310920,1223577606,692047280420,440049086286,323310120306,271050276823454,165592054667746,116250560795878,91934090080296,30688160376.7639,-150773272.452454,30313606789.0877,-4833860396.1875,-16320813754.4951,7245481224.10938,-3110866680.1875,0.002336,0,0,0,0,0,271542,11583,18031,20250,15098,8022,1070,4,279791,17785,18039,21533,7101,1014,336,1,320058,18903,5405,1136,96,2,0,0,,
1166,29,15.38568,31.8001,4.731334,12.35399,5317290,1913397312,1273462863,721375634228,458073285295,337402465695,283215868414596,172621989705061,121334026307759,96328696306401,32850224937.0219,-175262178.623657,32414837892.086,-9094613626.3125,-17529316749.3574,5569298370.03711,-3776528198.46875,0.002308,0,0,0,0,0,269032,11822,18071,20160,17607,8195,712,1,277215,17910,18336,24711,6333,906,184,5,318367,19126,6068,1760,262,17,0,0,,
1167,29,16.04268,32.45635,4.859925,12.51394,5544350,1995530177,1327787394,753376061003,477698072940,352619864666,296440947729377,180256981171634,126823714152828,101034145920588,35142059304.3967,-201015928.34137,34635003741.7598,-11971730717.3125,-20412939313.6855,4561660765.04883,-2053795592.21875,0.00227,0,0,0,0,0,266522,11529,18480,20129,19794,8373,767,6,274838,17881,19209,26311,6125,1102,132,2,316442,19388,7078,2093,471,118,10,0,,
1168,29,17.02308,33.59029,5.269427,13.2245,5883178,2117652951,1408218219,800641291175,506674469822,374974642013,315813136519815,191470475076524,134871765571816,107904349062099,38391020848.4845,-214403354.591675,37898566408.3639,-15844029911.8125,-19496724976.4922,2090748328.31641,6028473092.8125,0.002204,0,0,0,0,0,263327,11049,19342,20579,20341,9655,1278,29,271767,18192,20451,26304,7188,1581,117,0,314513,19426,8370,2519,516,214,40,2,,
1169,29,17.72879,34.3473,5.579476,13.65609,6127069,2205612253,1465946072,835045741343,527480710464,391273598972,330151069179619,199608936458784,140741494654350,113025864120770,41073058713.8773,-228153046.500732,40535279228.5421,-18152361157.1875,-17604412920.9277,640578218.933594,14069702375.9062,0.002174,0,0,0,0,0,260736,11280,19061,21734,20336,10172,2115,166,269489,18454,22324,24492,8556,1976,304,5,312963,19841,9146,2854,530,215,49,2,,
1170,29,18.37033,34.86308,5.59923,13.44225,6348785,2285281477,1518641270,866322994521,546412441215,406508272958,343298981119537,207042324960011,146216315283869,117946514017682,43722854632.9268,-231170836.558777,43246435150.1025,-15519545770.75,-17336340214.7109,1930123158.69141,19716636908.7969,0.002158,0,0,0,0,0,257797,12180,18856,22034,20886,11034,2633,180,266813,18937,23772,24537,8813,2148,571,9,312525,19637,9543,3204,487,176,28,0,,
1171,29,19.25179,35.78439,5.62941,13.21398,6653417,2394148726,1591884415,908696041402,572611970649,427561996545,360936158815288,217244124568499,153759384906129,124654002985369,47191626120.7357,-207686395.118164,46690635149.8113,-9354287753.1875,-19366062477.4062,5940045685.72852,14067206634.4219,0.002121,0,0,0,0,0,254911,12806,18539,23089,21015,11965,3060,215,263853,19034,23814,25401,10180,2528,735,55,311474,20020,10280,3230,482,107,7,0,,
1172,29,20.03913,36.53694,5.618733,12.98292,6925525,2491483250,1657565990,946584124880,596104102677,446496480052,376701155820938,226382481801119,160538039758819,130697398562324,50263804755.4517,-211396848.980713,49772042380.5339,-1165968873.5625,-22342188156.1035,10470689471.9062,7195379961.375,0.002086,0,0,0,0,0,252853,12886,18902,23421,21585,12237,3453,263,261111,18062,25426,25598,11911,2567,844,81,311274,19864,11016,2910,505,31,0,0,,
1173,29,20.8336,37.39363,5.858973,13.35214,7200092,2589972041,1723406299,985195650329,619723154320,465538934079,392913805393325,235641179635672,167371427485664,136821252050515,53547114010.0605,-209775661.073364,53026250708.7212,2125154862.125,-23276225485.8105,11098496782.9375,5739083594.4375,0.002056,0,0,0,0,0,251702,12287,19162,24540,21978,12201,3473,257,258806,16635,26851,25762,13092,3485,910,59,310554,20074,11353,3008,495,116,0,0,,
1174,29,21.49477,37.93501,6.093542,13.81053,7428594,2672758299,1777810030,1018039724807,639394524972,481299947836,406863762612981,243432990390670,173059698581632,141920586960826,56399214520.2118,-249600380.380127,55834711376.9068,-4220819892,-24518624378.5039,10673992662.3047,11243884954.9062,0.002034,0,0,0,0,0,250468,12329,19461,23963,23006,12900,3239,234,256427,15130,28702,27044,13272,4050,946,29,310485,20166,11560,2872,352,163,2,0,,
1175,29,22.28859,38.65381,6.275014,14.19972,7702937,2771603675,1843591152,1057100157873,663077083835,500469838120,423415703409089,252780719161843,179955662102111,148142357791884,59845872751.1685,-267821112.383545,59231861523.1919,-7305776281.3125,-28814380209.3828,9164124283.98047,9192865026.09375,0.002007,0,0,0,0,0,248964,12169,19144,23733,24582,13907,2945,156,253696,13937,29890,29201,13190,4640,1024,22,309940,20111,12212,2916,375,46,0,0,,
1176,29,23.07904,39.21969,6.452086,14.56181,7976116,2870213547,1908742749,1096223182509,686551530721,519470262093,440076040736145,262081347299545,186792971034605,154336780049595,63373885259.2708,-311510879.425537,62694196917.9102,-11314684356.6875,-28662811570.1133,10156534628.7422,17399083467.9375,0.001982,0,0,0,0,0,246742,11138,20653,24329,25375,14355,2886,122,250878,13049,29956,33522,12063,4953,1144,35,309289,20800,12050,3066,338,56,1,0,,
1177,29,23.96624,40.05567,6.618238,14.89919,8282731,2980558050,1982206510,1139559702440,713002376383,540653145282,458281082969118,272471549438359,194421186905899,161126684066158,66999662832.3148,-298776357.914185,66275473438.4523,-11793301695.3125,-30554052961.5742,9028459041.14844,16835872848.2812,0.001943,0,0,0,0,0,244372,10869,20682,24858,25920,15469,3315,115,248231,11991,29396,36181,13258,5069,1310,164,309777,21182,10338,3601,542,155,5,0,,
1178,29,24.9566,40.84733,6.745223,15.08472,8625000,3103723111,2064698909,1188156775255,742664728462,564693648491,478845528466861,284163688348710,203063402656778,168911237061797,71275946297.8384,-321210218.554932,70434914018.4446,-12587059651.25,-32497440544.4961,11075389438.0703,9655587318.15625,0.001905,0,0,0,0,0,241114,10962,20450,25608,27001,16822,3510,133,245410,11529,27285,39942,14385,5441,1301,307,309493,21748,10109,3727,435,84,4,0,,
1179,29,26.00721,41.72002,6.856348,15.08723,8988092,3234637162,2151537684,1239933332294,773938335324,589904980172,500806077667648,296516392780460,212133853105756,177070207715262,75851170051.8452,-357671894.196411,74877496511.1647,-16172694545.3125,-37026173940.3086,9913809687.17188,13018528276.625,0.001866,0,0,0,0,0,237964,10015,21087,26317,28044,18486,3596,91,242725,11016,26260,41318,16967,5441,1434,439,308215,23372,9944,3681,375,13,0,0,,
1180,29,27.16682,42.71444,7.037934,15.2265,9388852,3379135152,2247778334,1297335351712,808626116663,618081641194,525315377657586,310285966622087,222284585436955,186261362178272,81153184234.8621,-370210291.924438,79942639876.2867,-23252240064.0625,-41676660430.9414,8518116043.63281,8858733505.96875,0.001828,0,0,0,0,0,234967,9846,20357,26421,29430,20635,3874,70,239886,10725,25066,42847,19193,5562,1756,565,306677,24695,10328,3529,368,3,0,0,,
1181,29,28.2533,43.79273,7.234398,15.67799,9764342,3514576123,2337730320,1351373748033,841016964179,644362243954,548533873397083,323187042538547,231734869821033,194823741995976,86337627384.8589,-425415111.396606,84674448396.7262,-32147286378.5,-45908216662.9453,6900281003.20703,9057560802.90625,0.001794,0,0,0,0,0,232696,9608,19370,25918,30489,22377,4935,207,237151,11114,22976,44236,21548,5692,2120,763,305155,26172,9785,4056,429,3,0,0,,
1182,29,29.2357,44.57319,7.551282,16.1139,10103859,3636966190,2418658231,1400558975140,870186427747,668140437695,569907473319514,334907084425809,240301500079887,202644655113967,91403427026.8369,-429265852.070435,89162876905.2018,-37929439838.25,-49197371302.582,4432662801.9375,17874460380.4062,0.001769,0,0,0,0,0,230509,9393,16920,26914,31566,24145,5883,270,234602,10803,21968,45730,23849,5575,2309,764,304123,27233,9699,4030,504,11,0,0,,
1183,29,30.22636,45.30481,7.711262,16.37722,10446229,3760125762,2500620091,1450236581386,899679407595,692381141313,591648575292276,346803424290751,249026333116195,210657295567315,96777285590.7346,-420142696.677979,93782274725.5598,-34936539277.125,-51996298056.5508,4515574460.64844,15745079226.8438,0.001746,0,0,0,0,0,228041,8860,16468,26288,32908,26473,6269,293,231643,11177,20788,47443,25441,5978,2363,767,301762,29346,9869,4111,509,3,0,0,,
1184,29,31.1417,45.76296,7.493056,15.84935,10762573,3874129047,2576365960,1495963577565,926946995330,714269543886,611467774178109,357733898437888,256902207355200,217696988179000,101420109863.631,-449659850.693359,97533977042.7626,-38892140795.5,-49092493797.625,6815269089.76172,17983732256.0312,0.001718,0,0,0,0,0,225743,7901,16710,26201,33786,28596,6331,332,228749,11695,17895,50743,27815,5717,2314,672,300150,31400,9952,3814,284,0,0,0,,
1185,29,32.24201,46.70186,7.237092,15.22516,11142838,4010981651,2666689264,1550701323203,959438830443,740170884848,635116317176729,370729082642517,266213339124209,225978992530918,106906321906.321,-463997438.253906,101982334432.669,-39030557210.875,-48667140270.7852,3136323492.34375,29719567597.875,0.001682,0,0,0,0,0,223792,8206,16429,26458,33037,29481,7736,461,226895,10882,16001,49985,32111,6675,2417,634,297903,32812,10934,3710,236,5,0,0,,
1186,29,33.44815,47.73385,7.219181,14.97036,11559679,4160964203,2766126733,1610881321875,995210337134,768952592489,661241780400395,385078591519552,276564910294722,235267134167863,113121470702.02,-470798732.691406,107043459630.099,-40275612304.875,-51820387363.582,1899052796.04688,34661618692.5938,0.001648,0,0,0,0,0,222019,7737,16362,27005,31925,30391,9710,451,224919,9914,14787,47680,37401,7635,2672,592,295299,35300,11250,3557,191,3,0,0,,
1187,29,34.95576,49.14953,7.506534,15.11414,12080711,4348495639,2891232035,1686187021597,1040231007373,804765275031,693969106064083,403148519298091,289452130567387,246638166390707,120930281128.495,-478425667.372925,112817368967.339,-38598463701.75,-55983316545.6562,2957446766.07031,36329267810.7812,0.001602,0,0,0,0,0,220058,7444,16076,26518,31157,30564,13173,610,222591,8726,14274,43642,42452,10270,3199,446,293172,37032,11937,3259,200,0,0,0,,
1188,29,36.48854,50.45772,7.563319,14.83563,12610438,4539225821,3018076015,1763264395891,1085906689688,840824723091,727755626639453,421592963452636,302429041906788,257994807728659,129334547139.266,-473385058.712402,118503830484.551,-55152567596.5,-71088024285.3984,-5803719249.97656,35483356098.4688,0.001559,0,0,0,0,0,218071,6487,15039,27216,31166,32010,14817,794,220301,7569,13165,40982,47045,12722,3551,265,289918,39962,12720,2846,153,1,0,0,,
1189,29,37.69831,51.35963,7.205367,14.04083,13028537,4689235034,3118269359,1824169667224,1121867272921,869748760777,754707700944500,436196884334629,312813598684033,267284260159949,136418755199.651,-461191408.611328,123417549891.367,-47765756070.125,-70603649673.8438,-5877649908.38281,39423756801.9688,0.001531,0,0,0,0,0,215979,6182,14961,27541,30247,32670,16730,1290,217872,7322,12548,39146,49168,15431,3932,181,289005,40800,12780,2852,162,1,0,0,,
1190,29,39.47495,52.98148,7.206073,13.65031,13642544,4910349980,3265660173,1913551658558,1174947251767,912204091129,793915751291954,457632106395619,328098763164651,280872230448033,146173306977.386,-459209460.271484,130492383582.49,-51454407739.625,-90418230494.3594,-10282812423.0938,42193913938.375,0.001486,0,0,0,0,0,214238,6483,14237,25936,30162,31811,19885,2848,215614,6515,11355,34799,50744,21057,5368,148,287764,40974,13431,3121,305,5,0,0,,
1191,29,41.16713,54.43256,7.049812,13.14468,14227361,5120659701,3405091758,1998947791393,1225057335092,952291407690,831669387516141,477989080641332,342502754472940,293707170030522,155938692696.101,-490828295.281982,137337047538.491,-34352820537.5,-73851746556.7031,-7539895849.00781,52561785030.9375,0.001449,0,0,0,0,0,212116,6457,13355,24443,30051,33175,21995,4008,213366,5755,9538,33090,50489,26256,6922,184,287294,41277,13475,2994,556,4,0,0,,
1192,29,42.68729,55.60248,6.793238,12.4927,14752728,5309709531,3530776234,2076706157069,1270254815844,988954249956,866633208315609,496558708294284,355670705757100,305635690176634,165668733780.762,-520068739.928467,143932175762.046,-54782187874.75,-85838835599.4219,-18581947544.1484,54188691957.6875,0.001423,0,0,0,0,0,210133,6614,13187,23102,30081,33740,23080,5663,211153,5337,8524,28803,52068,31110,8055,550,289017,40317,12498,2977,765,26,0,0,,
1193,29,44.18957,56.74165,6.63542,12.02482,15271915,5496806386,3655192241,2154260204052,1315096901880,1025320514011,901871000756596,515137864793972,368775384059412,317488303664039,175799713329.626,-513095450.816162,150483905853.699,-60762254998.375,-95124012251.7969,-21680623768.5859,53404537454.5625,0.001399,0,0,0,0,0,207851,6616,12479,22121,30413,34686,24623,6811,209111,4833,7839,24941,52819,35895,9363,799,289666,40913,11344,2860,778,39,0,0,,
1194,29,45.56371,57.68642,6.443275,11.47672,15746817,5667817213,3769633174,2225765260895,1356259728967,1059224385498,934760189089627,532321500826091,380954992338169,328697386678846,185724282456.05,-559988331.614746,156811265022.839,-65765117567.25,-101702034305.898,-27926519089.2969,51332326590.3125,0.001381,0,0,0,0,0,205756,6610,11281,21652,29881,36552,26395,7473,206995,4833,7009,21937,52540,40907,10383,996,291228,40631,10394,2707,625,15,0,0,,
1195,29,46.85393,58.65757,6.514444,11.36688,16192719,5828656148,3876406310,2293862408062,1394803974811,1091007277524,966574253661992,548644625514535,392424044203053,339277809143540,195806331647.767,-529290153.796387,163026875949.205,-76917458116.5,-106489864255.242,-36467726352.4297,44829425425.6875,0.001369,0,0,0,0,0,203531,6994,11800,21024,28443,36953,28081,8774,204973,4488,7099,20926,48953,44220,13484,1457,293088,39147,9891,2895,565,14,0,0,,
1196,29,47.8478,59.08604,6.739832,11.57089,16536199,5952064890,3958993354,2347514577946,1424483566454,1116407475142,992558772854022,561539799068834,401553729655658,348048606911470,205119191027.234,-522587746.656494,168570044241.696,-71067202472.25,-111258719518.266,-37463876450.3281,49339116263.75,0.001367,0,0,0,0,0,200997,7338,12067,20950,28504,36753,29556,9435,202380,4592,7559,20705,48682,44094,15867,1721,293687,38878,9731,2865,435,4,0,0,,
1197,29,48.87621,59.68268,7.02625,11.89844,16891619,6080721364,4043808394,2403828186352,1455178280977,1142616851588,1.01995339077785e+15,574977892625737,411025985301903,357167845486048,214862622624.448,-530144208.195801,174539941530.719,-81982241820.5,-110456174840.352,-44563774494.2656,59638340374.875,0.001365,0,0,0,0,0,198560,7871,12641,20358,28476,37055,30407,10232,200261,4447,8571,20791,46406,44056,19178,1890,291879,40766,9794,2838,320,3,0,0,,
1198,29,49.95596,60.2908,7.28614,12.18291,17264779,6214948831,4132653424,2462978367381,1487082566129,1170507027866,1.04904821428581e+15,589024968253467,421030943503181,367044392696422,225730559462.447,-583714824.665527,181277781265.223,-87270068611.375,-115527993871.828,-46945902498.2734,76685585419.9375,0.001365,0,0,0,0,0,196087,8204,13221,19792,28317,37899,31386,10694,197897,4688,9732,19900,43732,45356,22160,2135,290639,42888,9410,2504,158,1,0,0,,
1199,29,51.01218,61.21092,7.821088,13.15699,17629811,6345898002,4219542603,2520816390074,1518262924515,1197994539741,1.07761931714278e+15,602796958609823,430898448383719,376840605556137,236593294784.573,-572811939.099121,188083555526.137,-80127649881.375,-126245727319.852,-48721009546.2031,78645400635.0625,0.001366,0,0,0,0,0,194332,8755,13625,20405,27895,36269,31870,12449,195784,5598,10727,19676,39977,43364,27486,2988,288705,44069,9925,2675,224,2,0,0,,
1200,29,51.68952,61.34313,8.129728,13.82604,17863897,6430280578,4276210318,2560867104710,1538664443043,1217219914488,1.09899667286838e+15,612450936187645,437811754704847,384135916156012,246226110541.481,-598359204.382324,193592500840.818,-74820830809.75,-131587157987.555,-51728032413.9688,77899208505,0.001378,0,0,0,0,0,192280,8647,13915,21047,28263,37154,31958,12336,193823,5978,10998,19262,39531,44067,28868,3073,289166,43985,9939,2400,110,0,0,0,,
1201,29,52.573,61.79138,8.314696,14.14707,18169228,6540139780,4348628468,2611792531412,1564663985683,1241173323414,1.12552292504343e+15,624494622458571,446402075346611,393060213201458,257623804929.045,-655026880.839111,200371284235.449,-76886989159.625,-141020832785.047,-53332073674.6562,83572173436.5,0.001387,0,0,0,0,0,190379,8433,14057,21343,28630,37304,33022,12432,191769,6402,11069,18776,39519,43742,31054,3269,287197,45924,10147,2267,65,0,0,0,,
