frame,fps,mean,std,meandiff,stddiff,spacial0,spacial1,spacial2,spacial3,spacial4,spacial5,spacial6,spacial7,spacial8,spacial9,central0,central1,central2,central3,central4,central5,central6,hu0,hu1,hu2,hu3,hu4,hu5,red0,red1,red2,red3,red4,red5,red6,red7,green0,green1,green2,green3,green4,green5,green6,green7,blue0,blue1,blue2,blue3,blue4,blue5,blue6,blue7,nsift,nsurf
4073,29,56.96034,58.56782,8.070153,13.0305,19685493,7077234931,4706883940,3346522918755,1692226077025,1247094854566,1.77988725503983e+15,800211777371193,448369876383795,356373849972550,802149035481.333,29522113.679932,121659163185.046,-8389207328.25,22884413410.375,6140645484.05469,9807410222.0625,0.002384,3e-06,0,0,0,0,167228,7020,11541,32872,86216,37324,3215,184,171718,15117,36746,70736,45446,5221,609,7,172728,14206,40107,80745,31542,5585,674,13,,
4074,29,56.67025,58.74997,8.206999,13.29204,19585240,7041607862,4682386938,3332978569594,1683415245297,1238235769500,1.77445679249767e+15,796804438404025,445155864518659,352835407524888,801263804690.419,-73579733.834717,118783190049.709,-37628444776.25,17721486777.1562,141537904.109375,4566117959.3125,0.002399,3e-06,0,0,0,0,168828,6702,12602,35874,81140,36136,4192,126,172823,13734,36337,71652,44221,5883,946,4,173522,15467,42186,76968,30144,6369,933,11,,
4075,29,55.9176,58.39352,8.326658,13.87815,19325123,6946918537,4620297207,3291907503885,1660854659072,1219175324643,1.75468206705546e+15,787000408983372,438247574176534,346258614692373,794656792481.289,-31448289.78125,114543479297.85,77951921.25,-14199331810.7812,-1696564178.40625,4560720700.5,0.002435,3e-06,0,0,0,0,170785,6350,12928,37202,81175,33052,3986,122,174188,12662,36033,73793,42163,5866,884,11,175254,16152,45383,74096,27275,6499,932,9,,
4076,29,55.05122,57.8415,8.155078,13.86793,19025700,6840098849,4548550094,3244228948377,1635307976502,1197441533272,1.73086207955224e+15,775624028965114,430512044065026,338879617641806,785084093570.547,18223032.312012,110001493871.221,-4711435020,152693417.75,460773516.40625,5494256068.75,0.002473,3e-06,0,0,0,0,172341,5804,12730,38658,82961,29589,3458,59,175464,11248,34603,78931,39706,5097,549,2,176806,15484,50122,73493,23290,5707,697,1,,
4077,29,54.36823,57.25093,8.100961,13.54974,18789660,6754932164,4492379908,3204853492208,1615019952856,1180304107408,1.71042417424404e+15,766261503080712,424325359881810,333001474943926,776437621977.154,-2433576.567871,106230535145.272,8186541765.75,21637155006.6875,4094178723.63281,8206260246.3125,0.0025,4e-06,0,0,0,0,173287,5907,12544,40070,84337,26540,2870,45,176125,10052,32291,83540,38748,4690,154,0,177808,14461,58945,72106,16749,4961,569,1,,
4078,29,53.53077,56.75545,7.94912,13.24501,18500234,6649228846,4422751403,3154740541516,1589563878858,1159343437969,1.68374083987704e+15,754156734229748,416664377038134,325941406212443,764919729169.6,-31485585.204834,102020056397.801,40813897271.5,-7480469812.84375,-3937769776.40625,4636333139.5625,0.002533,4e-06,0,0,0,0,174451,6240,13808,41750,80872,25163,3247,69,177019,9690,32326,83932,37946,4619,68,0,179082,15772,65706,66502,13295,4714,524,5,,
4079,29,52.15281,55.58036,7.568351,12.74232,18024012,6479681291,4309500381,3076349541807,1549271849065,1126775648653,1.6429867600658e+15,735559552386967,405082248954157,315506699117361,746886510327.914,-5248194.09375,96383883831.7635,15280377076.75,15129244312.6562,5851116520.10938,6861713673.375,0.002596,4e-06,0,0,0,0,175893,6486,14854,44258,78541,22566,2911,91,178016,9809,34777,85069,34014,3873,42,0,180617,16248,75863,58039,10417,4095,318,3,,
4080,29,50.941,54.40104,6.977529,11.73449,17605210,6329769670,4209845659,3004740831620,1513560482105,1098103138471,1.60448671761209e+15,718477759388987,394794626678387,306311878585099,728938153023.612,-45624707.662842,91423838843.1544,-738477799.5,1946908819.28125,4914174500.32031,4527931948.375,0.002647,4e-06,0,0,0,0,177002,6806,13620,44404,81945,19936,1880,7,178919,9433,36130,87271,31862,1979,6,0,181667,15344,85329,53469,8201,1574,16,0,,
4081,29,49.58166,53.41626,6.661635,11.16282,17135423,6161086644,4096860283,2924325304610,1473006259286,1066005289743,1.56132878225501e+15,699140219036366,383271941659794,296232555536371,709090312460.977,-30687156.778809,86498441360.9763,-30705860927.5,-6458729630.28125,1595133692.07812,2996982585.625,0.00271,4e-06,0,0,0,0,178955,7546,14556,49906,73510,17825,3102,200,180214,9899,40071,82105,30382,2772,157,0,183685,21381,88834,45330,5802,559,9,0,,
4082,29,48.80788,52.78647,6.553174,10.91875,16868002,6065224928,4032682643,2878675176996,1449952619176,1046982187999,1.53684454968024e+15,688144470543246,376422640401044,289934054593403,697803166948.064,-78468858.998291,82876937172.4073,-58206742981,-12405330220.5938,-3067030821.42578,1692174068,0.002744,5e-06,0,0,0,0,180201,7148,14383,53538,71798,15786,2529,217,181213,9078,39487,83518,29981,2229,94,0,184968,24874,92587,38911,4055,204,1,0,,
4083,29,48.48163,52.53779,6.478058,10.67284,16755251,6023551243,4006193032,2859283399283,1440152005348,1038670984944,1.52677365257858e+15,683603506357798,373362610958506,286983903988498,693802883530.246,-83597067.119873,80787237953.5579,7236676389.5,6816085255.625,-2019058190.45312,4317591889.0625,0.002759,5e-06,0,0,0,0,181112,6492,14606,58691,68455,14100,1782,362,182179,7782,35821,87920,29651,2136,111,0,186043,25905,97535,33074,2574,445,24,0,,
4084,29,47.94542,52.50894,6.387176,10.58586,16569937,5957920307,3961664591,2826713508989,1424442288210,1025579513205,1.50857226177855e+15,675813310532314,368749546810406,282693153621539,684471544848.583,-21903551.365723,78395083259.1772,-26572997398.25,-2766392789.96875,561275969.824219,3358625213.8125,0.002778,5e-06,0,0,0,0,182394,6028,15557,63260,63017,12827,2251,266,183722,8367,34422,85715,29909,2977,478,10,187600,32749,93143,27154,4081,835,38,0,,
4085,29,47.16291,52.14903,6.396082,11.04823,16299503,5859909797,3896786529,2780460888029,1400889673063,1006876053097,1.48405515023453e+15,664693798661833,361956467698143,276706902174033,673737583092.857,-62095718.215088,75255913967.858,1745325044.75,2686161792.75,-513468172.550781,5612347211.75,0.002819,5e-06,0,0,0,0,183769,5827,18127,64240,58972,11743,2584,338,184661,8353,35481,83611,29271,3334,809,80,189899,39612,89138,21429,4348,1074,100,0,,
4086,29,46.5589,51.7572,6.396918,11.3724,16090756,5784876866,3846764738,2746601022862,1382924934894,992251455190,1.46690211182551e+15,656585769836234,356706854206430,271941713285810,666847880450.172,-46775186.04541,72617912209.16,-27998282487.25,-1576756863.28125,-600813761.78125,6326463659.9375,0.002856,5e-06,0,0,0,0,184588,5298,17206,71419,53362,10530,2607,590,185424,7932,34111,87877,27295,2138,687,136,191910,40257,90498,17338,3767,1155,596,79,,
4087,29,45.27325,50.91809,6.445003,11.60295,15646435,5625016790,3740783571,2670024406312,1344729631151,963112516543,1.42567756131251e+15,638288604285495,346197231971227,263144564468817,647786504337.403,-111567155.908691,68757877606.8135,14012927118.75,13604322208.7812,4033389840.60938,3973224529.53125,0.002927,6e-06,0,0,0,0,186062,6226,23459,70218,45960,10005,2765,905,186644,9517,37603,81784,26405,2935,646,66,195688,49273,79171,15348,4055,1344,619,102,,
4088,29,44.40459,50.00935,6.394618,11.54522,15346225,5517226002,3668556186,2619755782808,1318828741077,942648423068,1.3992896614577e+15,626221829902063,338857204277787,256745616946398,636220238584.916,-78910752.498535,65670241799.3905,-20358461647,18933364411.8125,-3030955087.80859,5692486291.625,0.00298,6e-06,0,0,0,0,187081,6741,26071,74175,40858,8476,1802,396,187791,8626,37317,85551,23675,2471,169,0,196113,52033,79255,12419,4136,1381,254,9,,
4089,29,43.67983,49.4049,6.293553,11.21365,15095749,5426955566,3608624126,2576773534222,1297257161955,925678794714,1.37628357111121e+15,615944217884219,332761169631309,251427716720816,625770856889.568,-51291318.672363,63040704828.6115,-4332426559.25,5887734646.1875,2092548000.16406,5462133734.1875,0.003023,6e-06,0,0,0,0,188085,7749,30085,74516,36778,6984,1135,268,188899,9089,37162,87017,21589,1806,38,0,197270,54701,75053,12017,4381,1681,460,37,,
4090,29,42.95415,48.92085,6.267769,11.44951,14844954,5336680057,3548748904,2531777530095,1275658819260,908869387872,1.35109722823996e+15,605167733735232,326684912388596,246211670443816,613270134869.557,-97070807.251465,60525985552.1814,2462284950.75,5423133656.125,-2268779672.44922,4622993648.21875,0.003058,6e-06,0,0,0,0,189544,9357,35776,71090,32104,6712,974,43,190146,9668,39862,82311,21779,1773,61,0,198871,58913,66491,13730,4959,2144,475,17,,
4091,29,42.30349,48.43935,6.563987,11.70471,14620086,5256378525,3495071061,2492572074485,1256528562344,893737048397,1.32954430981332e+15,595838377569132,321302099714540,241492001040561,602739470348.391,-58879644.327881,58206961813.4009,-20778966317,7577559251.6875,3808370088.82422,5772466980.125,0.003092,6e-06,0,0,0,0,190835,10779,40752,71231,25852,5365,765,21,190988,10111,41597,80329,20704,1762,109,0,199607,62243,61173,13381,6762,1969,437,28,,
4092,29,41.27777,47.25808,6.091994,11.04201,14265597,5128812137,3410458412,2433333584853,1226087159645,870464488336,1.29865331479809e+15,581687492206577,312931803381857,234464511446438,589406973394.783,-51535861.353516,55130466213.9982,2714972299.5,-9464335909.6875,4324021446.99609,3713128161.4375,0.003167,7e-06,0,0,0,0,192075,10368,44902,77731,18261,2129,134,0,191808,9275,41565,86541,15955,455,1,0,199668,64824,61500,13146,5446,956,60,0,,
4093,29,40.83351,47.10216,5.939152,10.56654,14112060,5072981991,3373758035,2403491717389,1212757821639,859552577481,1.28090955333701e+15,574573168696811,308978485237441,230836768779119,579863821744.4,-35615573.323975,52991148552.3346,8845168564,-1920926741.125,4853519222.69141,7177549623.1875,0.003178,7e-06,0,0,0,0,193418,10969,48552,76156,14557,1850,96,2,192976,9557,41145,85669,15674,574,5,0,200153,63738,62702,12828,5342,813,24,0,,
4094,29,40.43055,47.08571,5.896519,10.80124,13972799,5022778361,3340264096,2380275995845,1200746412749,849846780484,1.26889823006126e+15,569049537682911,305501059029855,227712721977718,574746376208.316,27342689.091064,51340752377.0547,58244021053,13575738142.8125,-4994752631.24609,6302411723.84375,0.003207,7e-06,0,0,0,0,194850,11536,56633,68902,10694,2249,642,94,194134,9403,39681,85074,15634,1586,88,0,201053,66262,61304,10736,5171,1020,54,0,,
4095,29,40.24419,47.31417,5.79752,10.75397,13908392,5001076847,3325092282,2369214685809,1195621908997,844661680732,1.26247723698173e+15,566420162772359,303722547294999,225716055493308,570964418660.975,9790381.951416,49728759383.7976,-33812464112.25,2751536785.46875,658890944.839844,4595567234.4375,0.003209,7e-06,0,0,0,0,196803,13552,59813,62026,11343,1906,157,0,195445,8933,39434,81414,19463,907,4,0,202324,65102,59746,10856,5903,1548,121,0,,
4096,29,39.78818,47.05136,5.704282,10.53773,13750796,4943615767,3287170438,2345185750673,1181801417506,833804790008,1.25145194201091e+15,560629212772050,299775535227224,222274821023458,567882323894.579,14733585.076904,47996500185.2792,-1521045515.75,-5309447471.32812,3262400669.52539,3775052728.90625,0.003257,8e-06,0,0,0,0,198552,13886,67826,55815,8718,783,20,0,196732,7529,38313,85501,17054,466,5,0,203174,67090,55686,10958,6884,1689,119,0,,
4097,29,39.53209,47.18186,5.685217,10.34033,13662291,4910998953,3266565124,2329507366653,1174182647571,827620506472,1.24300054462147e+15,556962122372931,297492368114905,220167342173812,564216997975.661,-5334801.086426,46605981943.6368,21134265971.75,-4137649247.60938,1369876397.49023,2273758685.5,0.003272,8e-06,0,0,0,0,200615,14645,76045,46945,6814,531,5,0,198212,6598,34200,88623,17755,212,0,0,204334,69639,52847,8770,7304,2500,202,4,,
4098,29,39.21004,47.51684,5.99274,11.04348,13550990,4871437346,3239947085,2310673958194,1164817386322,819796125433,1.23289783327708e+15,552533709224552,294750368188330,217598196924953,559443840246.638,90733218.95459,45147401347.1584,6756897407.25,2465557577.17188,-1041354216.04883,1811002518.90625,0.003292,8e-06,0,0,0,0,203350,18093,79173,36783,6715,1335,149,2,199974,6341,31744,84553,21984,1002,2,0,207694,69141,51621,8453,5210,2833,626,22,,
4099,29,38.64492,47.40901,6.093385,11.62192,13355686,4801444469,3193108930,2275129314183,1147930849204,806691579016,1.21262980672168e+15,543935268157264,290005636787100,213560598726676,548982938108.369,-9826465.000244,43275559887.8365,-16945032994.75,-952533343.875,161492984.53125,2026133026.28125,0.00332,8e-06,0,0,0,0,206221,21819,79287,29976,5888,1946,435,28,202080,5987,32151,80948,22929,1505,0,0,210569,67363,49080,10329,4836,2719,670,34,,
4100,29,38.3586,47.8216,6.354795,12.41768,13256731,4766112764,3169215618,2257059540610,1139413444047,799385335938,1.20227112933291e+15,539586334081753,287402013846981,211064068342494,543527684290.088,4414112.097656,41737946594.796,-18390834170,34626092.546875,1701393290.22461,3166836848.21875,0.00333,8e-06,0,0,0,0,208969,26034,76557,25924,5485,2015,587,29,204111,6131,29710,79095,24024,2487,42,0,213191,66017,47196,10057,4918,3288,865,68,,
4101,29,37.75032,47.58958,6.465324,12.74106,13046509,4690402062,3119348105,2218435878222,1121516543318,785768730309,1.18017885571351e+15,530465167960478,282527784619766,206979389806955,532170877890.199,67366086.926758,39949860282.7661,-25518009169.25,987783093.625,746203002.726562,2853647453.8125,0.003361,8e-06,0,0,0,0,211441,28766,74822,22552,4770,2366,813,70,205936,5925,28622,77603,24563,2903,48,0,216555,64791,46212,11064,4099,2361,488,30,,
4102,29,37.41126,47.86196,6.47145,12.92567,12929332,4648583522,3090664899,2195575908650,1111300392269,777442042589,1.16635099087104e+15,524901610882161,279564219027907,204320590263753,524234437875.646,89548467.077637,38640570253.795,-5718771643.75,406317877.15625,1609211935.03711,5089636328.375,0.003367,8e-06,0,0,0,0,214911,32453,72353,18420,4220,2245,849,149,207764,6168,28556,72595,26685,3763,69,0,219063,63097,43130,12192,4810,2564,720,24,,
4103,29,37.24266,48.23078,6.189595,12.75093,12871062,4626951246,3076855237,2183111862348,1106177366277,773047610987,1.15851537762386e+15,521939449818047,277944929635967,202739978774041,519793184148.722,94653553.001465,37518705178.4253,4324397103.5,-6220350604.46875,803701826.613281,3418314377.0625,0.003364,8e-06,0,0,0,0,217702,34694,70506,16234,3659,2045,715,45,209573,6048,25599,71089,28209,5031,51,0,221894,60523,41410,12750,5937,2402,654,30,,
4104,29,37.62596,49.23625,5.89305,12.0736,13003532,4674620346,3108691952,2204754147272,1117612065582,780388951158,1.16956657509893e+15,527119729489062,280577556538874,204357128531006,524281843344.332,73027091.099609,37208894198.8931,36193765834,-12762022845.4688,1778639642.77734,2586105730.125,0.003321,8e-06,0,0,0,0,219437,33594,71465,14989,3817,1813,441,44,211253,5313,22024,68789,29986,7644,574,17,222557,58321,41859,13566,6255,2517,517,8,,
4105,29,38.12069,50.17801,5.678709,11.45662,13174512,4736769660,3149579020,2234045597172,1132494236762,790128378548,1.18499782710871e+15,534137573735146,284129520809334,206669452156096,530985414609.146,93253430.812256,37170849402.0127,-53323733705.25,-14020086304.625,1839335468.41211,3974220691.9375,0.003273,8e-06,0,0,0,0,220526,32777,70655,16296,3723,1328,286,9,212310,5008,18731,67437,32375,9154,574,11,222278,55103,42719,14228,7310,3286,650,26,,
4106,29,38.80282,51.71304,5.395738,10.8288,13410255,4821321659,3205865779,2273021957751,1152687170997,803620731857,1.20522078114982e+15,543448467080783,288968901769559,209914183394797,539636385325.829,98341318.548096,37224015839.0513,-12913615814.5,-12606517571.1094,155220058.197266,2395690086.8125,0.003208,8e-06,0,0,0,0,222347,34484,66303,17381,4232,799,53,1,213711,5110,16994,60132,37192,11011,1447,3,223288,51594,41571,14480,8345,4188,1919,215,,
4107,29,39.47432,53.38692,5.283197,10.94526,13642326,4904496054,3261489004,2311931899534,1172588646490,816736687276,1.22570439295582e+15,552762306204704,293653160152700,212956027805266,548736859062.047,64258032.900146,37008177400.7109,3116040906,-527264058.34375,815703694.75,2514451673.59375,0.003147,8e-06,0,0,0,0,224799,36213,61642,18137,4476,332,1,0,215347,4756,15305,53830,40866,12920,2529,47,224974,48804,38793,14505,9371,4670,2759,1724,,
4108,29,40.05661,55.01056,5.389534,11.34063,13843565,4977556801,3309209867,2346926506673,1189866158637,827758056805,1.24454508445094e+15,561021147966521,297631776846515,215425484319539,557208922569.385,15128254.135742,36713990926.7268,-7031926853.5,-6517703026.85938,-2024155465.70898,3103514363.59375,0.003099,7e-06,0,0,0,0,226638,38007,59297,17146,4119,389,4,0,216936,4431,13327,50942,39668,16055,4021,220,224876,47695,36582,15262,10505,5412,2877,2391,,
4109,29,40.68245,56.51626,5.450978,11.48181,14059853,5053103495,3361019512,2382480457311,1207984517455,840029325830,1.26345454293599e+15,569550426015697,301922431968933,218300312912488,566397818951.892,35939127.019287,36574825982.4753,66232786529.5,-9334832275.67188,-831842458.099609,4121457495.96875,0.00305,7e-06,0,0,0,0,228353,39087,57120,15906,4752,377,5,0,218114,4573,11694,47633,39743,17470,5951,422,225267,44556,34709,17174,12851,5758,3119,2166,,
4110,29,40.96807,57.44637,5.295992,10.8706,14158566,5090371800,3384585857,2399198450702,1216855859356,845247587443,1.27172922037096e+15,573525181941094,303893925185454,219351368899985,569077726453.849,9435703.235107,36166962794.6829,-41279378428.5,-6714358123.28125,977620473.013672,4761930465.1875,0.003019,7e-06,0,0,0,0,230918,39999,54567,15313,4442,360,1,0,219419,4618,11563,45290,36731,19788,7558,633,226893,41877,32123,18045,13223,8017,4269,1153,,
4111,29,40.77402,57.67908,5.158762,10.45629,14091500,5065266398,3368586383,2384708556808,1210905541441,840578565427,1.26266304586823e+15,570100079959239,302173525646197,217829882878199,563970971546.822,48825366.042969,35314809280.882,21698597201.75,-1853749662.5625,-359835321.816406,4705951490.78125,0.003018,7e-06,0,0,0,0,233990,41527,52580,14160,3026,317,0,0,220897,5128,11032,41481,36757,21741,7758,806,228513,39794,30455,19350,14348,9344,3167,629,,
4112,29,40.79058,58.16145,5.078597,9.979616,14097223,5067849923,3369641001,2383629548575,1211331778649,840013970373,1.2607620683913e+15,569730009080801,301965062139833,217319760453261,561774078029.411,-29841115.083496,34573035259.7312,-43003669760.75,-4427090626.82812,368286020.044922,4410454039.3125,0.003001,7e-06,0,0,0,0,234366,38641,55541,14263,2607,182,0,0,222315,4936,9891,37726,38086,23340,8492,814,229547,36814,31118,21506,17540,7170,1648,257,,
4113,29,40.88011,58.77629,5.077859,9.852043,14128165,5079220478,3376715886,2387506221226,1213962719755,840768784310,1.26200361420472e+15,570629000942983,302264457999809,217069737312270,561474272693.791,-1335489.195801,33713503262.1947,-40942726519.75,1703013667.875,79901496.085938,5514569343.65625,0.002982,7e-06,0,0,0,0,234498,31947,59571,16970,2474,140,0,0,223853,5055,9023,33260,37901,26027,9907,574,230069,33871,33459,24898,18647,4247,396,13,,
4114,29,41.07499,59.73157,5.287847,10.43529,14195517,5103723872,3392552930,2396130653440,1219751025941,843602947650,1.26499244033083e+15,572656095917023,303311794247747,217306503071618,561185342070.032,24165984.821777,32824771493.9934,-16736176889.5,-6861129059.70312,-897440487.970703,6407469344.40625,0.002948,7e-06,0,0,0,0,235663,27146,54795,22699,4912,383,2,0,225460,4976,9667,26822,39208,25253,13644,570,231868,31037,35437,27328,16276,3641,13,0,,
4115,29,40.299,59.33405,5.449314,10.95331,13927336,5006544975,3328547681,2347151021291,1196550858115,826905991733,1.23730836336504e+15,560960590142291,297262421899513,212642297333735,547417562810.66,17388515.469238,31403559344.6038,-3528000510.75,-6575555759.85938,1136990904.19531,6333754545.4375,0.002984,7e-06,0,0,0,0,237909,24804,50959,24319,6524,1051,34,0,227247,5083,10230,26832,36999,23761,15056,392,233686,31316,38717,23355,14914,3553,59,0,,
4116,29,40.14853,59.6814,5.292975,10.74354,13875332,4988550139,3315567872,2337740562253,1192066533629,822472104476,1.2317710412488e+15,558625235508337,295716754324255,210974630312510,544224379049.822,31880423.618408,30203471636.1798,-34958801177.5,-10447980937.9375,966440839.880859,7036486544.96875,0.002984,7e-06,0,0,0,0,238908,21835,46401,28039,8232,2024,156,5,229120,5026,8938,24427,37358,24787,15789,155,234989,31379,38857,22144,15664,2552,15,0,,
4117,29,40.10488,60.16629,5.598157,11.14514,13860247,4982967215,3312568389,2331823445229,1190969874872,820832306247,1.22687452659013e+15,557326203249490,295124302360916,210109706733501,540371801851.732,51727465.79834,29135785124.2484,5357244176,-11638271446.375,-1980206612.11328,5823885933.9375,0.002965,7e-06,0,0,0,0,240961,18509,43478,30177,10445,1860,169,1,231138,5083,7667,21337,36645,27082,16408,240,236677,30628,36360,23897,15657,2363,18,0,,
4118,29,39.81703,60.56111,5.564418,11.35739,13760764,4947567654,3288972919,2312728624220,1182596742854,813855687831,1.21539745400029e+15,552816755058424,292650073652008,207792118903603,533872036685.539,74026170.074463,27755231350.8671,-23243123191.75,-3881428396.59375,-321069820.09375,4111944291.71875,0.002966,7e-06,0,0,0,0,243002,18736,39109,29190,12731,2611,215,6,233130,5364,8237,17403,33518,30739,17019,190,240276,29095,33341,24760,16600,1523,5,0,,
4119,29,40.02011,61.61728,5.718738,11.94027,13830950,4972492487,3305988775,2326258653053,1188580800538,816890384259,1.22357183219707e+15,556058858570030,293693836245868,208011680398021,538551985523.188,14263474.831299,26665433664.4276,-2476065973.75,6899392770.90625,-784022861.931641,4154558082.28125,0.002955,7e-06,0,0,0,0,243738,19291,36870,26707,12852,5132,981,29,234616,5182,8323,17192,27065,34105,18826,291,243542,27285,27274,27459,17236,2618,186,0,,
4120,29,39.79404,61.72701,5.642578,11.61377,13752821,4944789818,3288103063,2319324052666,1182210152253,812022846041,1.2231929637886e+15,554524928982597,291948823625803,206525351545363,541438166985.057,-18464440.041504,25884369221.5909,-59038882993.5,20953681062.5625,-2978489792.375,5121642271.71875,0.002999,7e-06,0,0,0,0,242516,18619,37015,27297,12964,5591,1460,138,235068,5700,9161,17570,26178,31786,18909,1228,244855,28048,28033,23225,17941,2812,673,13,,
4121,29,39.19005,60.76223,5.938545,12.38889,13544080,4869881041,3238067213,2287106163447,1164254250292,799116905357,1.2077978734388e+15,546812832284594,287313457583228,202990673153969,536101934773.569,-18415704.687012,24972092574.9146,-68607010167.5,33418996594.6875,-6537895353.25391,371929804,0.003059,8e-06,0,0,0,0,242503,18385,36359,28660,12188,4476,2417,612,234949,6311,9453,18160,26163,32237,17954,373,247090,29442,26226,22858,18090,1849,45,0,,
4122,29,39.46491,61.06145,6.219537,12.87885,13639072,4904600486,3261346925,2306414756978,1172780055592,804352079297,1.21963071452984e+15,551553368100548,289240744292898,204057250677911,542723948155.271,2045961.314941,24505491112.1912,-80657164966.75,46730061644.5938,-4663621545.41016,2825523373.625,0.003049,8e-06,0,0,0,0,240973,17376,36619,30687,12224,4290,2418,1013,234258,6099,10372,17871,26462,30274,19134,1130,246334,30008,26532,23910,17398,1401,17,0,,
4123,29,39.53669,61.28932,6.475697,13.49111,13663879,4913117600,3267127811,2313710070046,1174788791059,805244965863,1.22532453348898e+15,553269869917497,289556719997437,204041791439285,547101587093.995,28450333.38501,24052148405.406,-57990720956.25,25357425443.6719,1381001550.55469,90793519.9375,0.003059,8e-06,0,0,0,0,240323,16642,37190,31068,13328,4354,2370,325,233560,6004,12676,17939,24419,30035,19104,1863,248089,30464,22978,23729,17751,2438,151,0,,
4124,29,38.31069,59.20974,6.875388,14.42982,13240173,4760625133,3165770655,2241946368491,1138306659838,780412859911,1.1873492998655e+15,536105577206328,280616623202550,197820905001885,530220120129.195,24905852.846436,23466267139.204,-53968089904.75,30621213633.4062,141269506.291016,-208851705.53125,0.003158,8e-06,0,0,0,0,238847,16044,38466,31952,14347,4191,1581,172,232849,6679,15130,20517,24212,31466,14013,734,249120,32728,22043,24897,15038,1703,71,0,,
4125,29,38.09567,58.50718,6.495182,13.6764,13165864,4732753508,3147817135,2227535414128,1131605286827,776180171607,1.17907742990751e+15,532640854751875,279036187904615,196846034405215,526245186043.743,54589644.212646,23570793642.9249,1484261872.75,21737307570.8594,-4603223712.30762,-1384059782.9375,0.003172,8e-06,0,0,0,0,236846,13582,36955,35654,15420,5124,1787,232,232066,6306,17751,21334,24141,32170,11169,663,247540,34712,22773,26510,12634,1400,31,0,,
4126,29,37.17927,56.77656,6.492746,13.74432,12849155,4619361377,3072159840,2177635943769,1104545115839,758070035564,1.15452988471049e+15,520732164289513,272565724999779,192501179642232,516943117562.192,82097931.09082,23534100515.4442,-34871848133.75,12772811112.5781,-5029985980.51758,-2790939120.21875,0.003274,9e-06,0,0,0,0,235547,13058,36587,38048,15789,4471,1726,374,231058,6555,19617,24260,25101,29994,8562,453,248815,37107,25295,22706,10616,1055,6,0,,
4127,29,36.5867,55.08605,6.180992,13.39162,12644364,4545362905,3022984401,2146363951011,1086800067269,746787963261,1.13998394730727e+15,513241359272869,268496606528479,190042487574195,512408780300.157,105540071.028931,24060059454.2661,15910330485,17904251906.875,-7242149386.85938,-2241652780.9375,0.003355,9e-06,0,0,0,0,233345,10255,36416,43168,16204,4620,1416,176,229676,6420,20317,27417,28287,27248,6125,110,245805,44525,28245,19583,7194,248,0,0,,
4128,29,35.99193,53.59401,6.248527,13.49408,12438811,4471965247,2974119874,2115034714965,1069370567182,735607021350,1.12513488833434e+15,505812500324406,264524269550736,187597278805654,507286742077.899,123617699.447388,24494920288.1078,-12772739898.125,18786754112.3281,1853168672.10352,158780854.84375,0.003437,1e-05,0,0,0,0,231714,9455,38773,44374,16826,3459,912,87,228334,6389,20797,31950,28877,24270,4885,98,245474,50870,26895,17999,4303,59,0,0,,
4129,29,35.99191,52.90644,6.575185,14.04294,12438803,4471902069,2974442870,2116421492333,1069424355238,736699065364,1.12663971657779e+15,506168515180578,264879811084534,188327597335220,508717912275.781,75702921.913208,25432041769.0579,-20382414600.5,22394055344.4688,-8733469494.50195,666445917.6875,0.003452,1e-05,0,0,0,0,230002,7890,40313,45018,17535,3891,866,85,227234,5439,19948,37686,30644,19763,4800,86,242024,54860,28391,17235,3076,14,0,0,,
4130,29,35.26873,51.47605,6.794005,14.47205,12188873,4381439885,2914357809,2074858030979,1047697501066,722682776387,1.10521916070834e+15,496186603319452,259806413855026,185157179252571,499895730045.287,95844742.744141,25860236774.0857,-1306562686,19436666122.6562,-16606075813.6895,-2528192370.4375,0.003539,1e-05,0,0,0,0,229223,8295,41278,45327,16327,4193,857,100,226398,5387,20861,44961,28384,14304,4676,629,242447,58978,29506,10930,2680,1056,3,0,,
4131,29,35.19019,51.44529,6.820732,14.972,12161730,4371494052,2908308817,2067740204638,1045434919116,721695542643,1.10012206869819e+15,494514352404988,259432842752120,185116983329935,496420972368.3,52831625.597046,26213882135.8237,5830165642.5,5020699039.0625,-3526365091.76367,-3853832628.75,0.003534,1e-05,0,0,0,0,228317,7689,37917,48932,16682,4918,1029,116,225820,5846,19328,50436,27625,10612,3839,2094,241301,64319,27207,7393,2757,2032,590,1,,
4132,29,35.15183,51.38192,6.821597,14.90613,12148472,4367494355,2905036751,2063949811103,1044471132408,721634841661,1.09699567828756e+15,493614991537748,259469095050888,185453989488185,493792927096.775,82042894.51709,26959945537.3857,-61201973917.875,8330779830.03125,-4917201286.38867,-2667201594.5,0.003528,1e-05,0,0,0,0,227395,7374,35228,52549,17497,4706,811,40,225220,5629,17973,57339,24614,8479,3133,3213,241193,69040,22723,5728,3153,2228,1467,68,,
4133,29,36.15338,53.22126,6.98441,15.13696,12494608,4490686835,2987922336,2117212571387,1073960495200,742846642908,1.1227486284746e+15,506351984457746,267015537621856,191184527582910,503214897346.941,71382530.147095,28324035558.6781,80382251292.875,-3064478881.125,-5101252397.20703,-4192667480.75,0.003405,9e-06,0,0,0,0,226788,8342,29922,52903,19588,6796,1155,106,224790,5697,16433,57217,24255,8619,3876,4713,242633,66316,22224,5778,2581,2389,2437,1242,,
